sample,x_input,y_output
       5402,     0,  2053
       5403, -2263,     0
       5404, -4519, -2053
       5405, -6760, -4090
       5406, -8978, -6590
       5407,-11167, -8536
       5408,-13319,-10419
       5409,-15426,-12669
       5410,-17483,-14374
       5411,-19481,-15987
       5412,-21415,-17505
       5413,-23278,-18579
       5414,-25063,-19925
       5415,-26766,-20869
       5416,-28379,-22042
       5417,-29899,-22860
       5418,-31319,-23626
       5419,-32636,-24341
       5420,-32767,-24791
       5421,-32767,-24791
       5422,-32767,-24791
       5423,-32767,-24791
       5424,-32767,-24791
       5425,-32767,-24791
       5426,-32767,-24791
       5427,-32767,-24791
       5428,-32767,-24791
       5429,-32767,-24791
       5430,-32767,-24791
       5431,-32767,-24791
       5432,-32767,-24791
       5433,-32767,-24791
       5434,-32767,-24791
       5435,-32767,-24791
       5436,-32767,-24791
       5437,-32767,-24791
       5438,-32767,-24791
       5439,-32767,-24791
       5440,-32051,-24791
       5441,-30686,-24569
       5442,-29220,-23870
       5443,-27657,-23376
       5444,-26003,-22593
       5445,-24262,-21468
       5446,-22440,-20560
       5447,-20544,-19264
       5448,-18580,-18228
       5449,-16555,-16759
       5450,-14474,-15192
       5451,-12346,-13532
       5452,-10176,-11784
       5453, -7973, -9486
       5454, -5744, -7570
       5455, -3495, -5598
       5456, -1235, -3074
       5457,  1029, -1027
       5458,  3290,  1027
       5459,  5540,  3074
       5460,  7771,  5098
       5461,  9977,  7570
       5462, 12150,  9486
       5463, 14283, 11334
       5464, 16368, 13103
       5465, 18399, 14786
       5466, 20369, 16376
       5467, 22271, 17870
       5468, 24099, 19264
       5469, 25848, 20560
       5470, 27511, 21468
       5471, 29082, 22321
       5472, 30557, 23121
       5473, 31931, 23870
       5474, 32767, 24569
       5475, 32767, 24791
       5476, 32767, 24791
       5477, 32767, 24791
       5478, 32767, 24791
       5479, 32767, 24791
       5480, 32767, 24791
       5481, 32767, 24791
       5482, 32767, 24791
       5483, 32767, 24791
       5484, 32767, 24791
       5485, 32767, 24791
       5486, 32767, 24791
       5487, 32767, 24791
       5488, 32767, 24791
       5489, 32767, 24791
       5490, 32767, 24791
       5491, 32767, 24791
       5492, 32767, 24791
       5493, 32767, 24791
       5494, 32750, 24791
       5495, 31443, 24791
       5496, 30032, 24341
       5497, 28522, 23626
       5498, 26916, 22860
       5499, 25222, 22042
       5500, 23443, 21171
       5501, 21587, 19925
       5502, 19660, 18925
       5503, 17667, 17505
       5504, 15616, 15987
       5505, 13512, 14374
       5506, 11364, 12669
       5507,  9179, 10879
       5508,  6963,  8536
       5509,  4723,  6590
       5510,  2468,  4595
       5511,   205,  2053
       5512, -2057,     0
       5513, -4314, -2053
       5514, -6557, -4090
       5515, -8778, -6096
       5516,-10970, -8536
       5517,-13125,-10419
       5518,-15237,-12229
       5519,-17298,-13956
       5520,-19302,-15593
       5521,-21242,-17135
       5522,-23111,-18579
       5523,-24904,-19925
       5524,-26615,-20869
       5525,-28237,-21758
       5526,-29765,-22860
       5527,-31194,-23626
       5528,-32521,-24108
       5529,-32767,-24791
       5530,-32767,-24791
       5531,-32767,-24791
       5532,-32767,-24791
       5533,-32767,-24791
       5534,-32767,-24791
       5535,-32767,-24791
       5536,-32767,-24791
       5537,-32767,-24791
       5538,-32767,-24791
       5539,-32767,-24791
       5540,-32767,-24791
       5541,-32767,-24791
       5542,-32767,-24791
       5543,-32767,-24791
       5544,-32767,-24791
       5545,-32767,-24791
       5546,-32767,-24791
       5547,-32767,-24791
       5548,-32767,-24791
       5549,-32169,-24791
       5550,-30815,-24569
       5551,-29358,-24108
       5552,-27803,-23376
       5553,-26157,-22593
       5554,-24423,-21758
       5555,-22609,-20560
       5556,-20720,-19598
       5557,-18762,-18228
       5558,-16741,-16759
       5559,-14666,-15192
       5560,-12541,-13532
       5561,-10375,-11784
       5562, -8175, -9955
       5563, -5947, -7570
       5564, -3700, -5598
       5565, -1440, -3583
       5566,   823, -1027
       5567,  3085,   513
       5568,  5336,  3074
       5569,  7570,  5098
       5570,  9778,  7082
       5571, 11954,  9486
       5572, 14091, 11334
       5573, 16180, 13103
       5574, 18216, 14786
       5575, 20192, 16376
       5576, 22101, 17870
       5577, 23936, 19264
       5578, 25692, 20246
       5579, 27363, 21468
       5580, 28943, 22321
       5581, 30427, 23121
       5582, 31810, 23870
       5583, 32767, 24569
       5584, 32767, 24791
       5585, 32767, 24791
       5586, 32767, 24791
       5587, 32767, 24791
       5588, 32767, 24791
       5589, 32767, 24791
       5590, 32767, 24791
       5591, 32767, 24791
       5592, 32767, 24791
       5593, 32767, 24791
       5594, 32767, 24791
       5595, 32767, 24791
       5596, 32767, 24791
       5597, 32767, 24791
       5598, 32767, 24791
       5599, 32767, 24791
       5600, 32767, 24791
       5601, 32767, 24791
       5602, 32767, 24791
       5603, 32767, 24791
       5604, 31567, 24791
       5605, 30165, 24341
       5606, 28663, 23626
       5607, 27066, 22860
       5608, 25379, 22042
       5609, 23608, 21171
       5610, 21759, 20246
       5611, 19838, 18925
       5612, 17851, 17505
       5613, 15804, 15987
       5614, 13705, 14374
       5615, 11561, 12669
       5616,  9379, 10879
       5617,  7165,  9013
       5618,  4928,  6590
       5619,  2674,  4595
       5620,   411,  2564
       5621, -1852,     0
       5622, -4110, -1540
       5623, -6354, -4090
       5624, -8577, -6096
       5625,-10772, -8055
       5626,-12931,-10419
       5627,-15047,-12229
       5628,-17113,-13956
       5629,-19122,-15593
       5630,-21068,-17135
       5631,-22945,-18579
       5632,-24745,-19598
       5633,-26463,-20869
       5634,-28093,-21758
       5635,-29630,-22593
       5636,-31069,-23376
       5637,-32404,-24108
       5638,-32767,-24791
       5639,-32767,-24791
       5640,-32767,-24791
       5641,-32767,-24791
       5642,-32767,-24791
       5643,-32767,-24791
       5644,-32767,-24791
       5645,-32767,-24791
       5646,-32767,-24791
       5647,-32767,-24791
       5648,-32767,-24791
       5649,-32767,-24791
       5650,-32767,-24791
       5651,-32767,-24791
       5652,-32767,-24791
       5653,-32767,-24791
       5654,-32767,-24791
       5655,-32767,-24791
       5656,-32767,-24791
       5657,-32767,-24791
       5658,-32287,-24791
       5659,-30942,-24791
       5660,-29494,-24108
       5661,-27948,-23376
       5662,-26310,-22593
       5663,-24584,-21758
       5664,-22777,-20869
       5665,-20894,-19598
       5666,-18942,-18228
       5667,-16927,-16759
       5668,-14856,-15593
       5669,-12736,-13956
       5670,-10574,-11784
       5671, -8376, -9955
       5672, -6151, -8055
       5673, -3905, -6096
       5674, -1646, -3583
       5675,   617, -1540
       5676,  2879,   513
       5677,  5132,  2564
       5678,  7367,  5098
       5679,  9579,  7082
       5680, 11758,  9013
       5681, 13898, 10879
       5682, 15993, 13103
       5683, 18034, 14786
       5684, 20015, 16376
       5685, 21930, 17870
       5686, 23773, 18925
       5687, 25536, 20246
       5688, 27215, 21171
       5689, 28803, 22321
       5690, 30296, 23121
       5691, 31689, 23870
       5692, 32767, 24341
       5693, 32767, 24791
       5694, 32767, 24791
       5695, 32767, 24791
       5696, 32767, 24791
       5697, 32767, 24791
       5698, 32767, 24791
       5699, 32767, 24791
       5700, 32767, 24791
       5701, 32767, 24791
       5702, 32767, 24791
       5703, 32767, 24791
       5704, 32767, 24791
       5705, 32767, 24791
       5706, 32767, 24791
       5707, 32767, 24791
       5708, 32767, 24791
       5709, 32767, 24791
       5710, 32767, 24791
       5711, 32767, 24791
       5712, 32767, 24791
       5713, 31689, 24791
       5714, 30296, 24341
       5715, 28803, 23870
       5716, 27215, 23121
       5717, 25536, 22321
       5718, 23773, 21171
       5719, 21930, 20246
       5720, 20015, 18925
       5721, 18034, 17870
       5722, 15993, 16376
       5723, 13898, 14786
       5724, 11758, 13103
       5725,  9579, 10879
       5726,  7367,  9013
       5727,  5132,  7082
       5728,  2879,  5098
       5729,   617,  2564
       5730, -1646,   513
       5731, -3905, -1540
       5732, -6151, -3583
       5733, -8376, -6096
       5734,-10574, -8055
       5735,-12736, -9955
       5736,-14856,-11784
       5737,-16927,-13956
       5738,-18942,-15593
       5739,-20894,-16759
       5740,-22777,-18228
       5741,-24584,-19598
       5742,-26310,-20869
       5743,-27948,-21758
       5744,-29494,-22593
       5745,-30942,-23376
       5746,-32287,-24108
       5747,-32767,-24791
       5748,-32767,-24791
       5749,-32767,-24791
       5750,-32767,-24791
       5751,-32767,-24791
       5752,-32767,-24791
       5753,-32767,-24791
       5754,-32767,-24791
       5755,-32767,-24791
       5756,-32767,-24791
       5757,-32767,-24791
       5758,-32767,-24791
       5759,-32767,-24791
       5760,-32767,-24791
       5761,-32767,-24791
       5762,-32767,-24791
       5763,-32767,-24791
       5764,-32767,-24791
       5765,-32767,-24791
       5766,-32767,-24791
       5767,-32404,-24791
       5768,-31069,-24791
       5769,-29630,-24108
       5770,-28093,-23376
       5771,-26463,-22593
       5772,-24745,-21758
       5773,-22945,-20869
       5774,-21068,-19598
       5775,-19122,-18579
       5776,-17113,-17135
       5777,-15047,-15593
       5778,-12931,-13956
       5779,-10772,-12229
       5780, -8577,-10419
       5781, -6354, -8055
       5782, -4110, -6096
       5783, -1852, -4090
       5784,   411, -1540
       5785,  2674,     0
       5786,  4928,  2564
       5787,  7165,  4595
       5788,  9379,  6590
       5789, 11561,  9013
       5790, 13705, 10879
       5791, 15804, 12669
       5792, 17851, 14374
       5793, 19838, 15987
       5794, 21759, 17505
       5795, 23608, 18925
       5796, 25379, 20246
       5797, 27066, 21171
       5798, 28663, 22042
       5799, 30165, 22860
       5800, 31567, 23626
       5801, 32767, 24341
       5802, 32767, 24791
       5803, 32767, 24791
       5804, 32767, 24791
       5805, 32767, 24791
       5806, 32767, 24791
       5807, 32767, 24791
       5808, 32767, 24791
       5809, 32767, 24791
       5810, 32767, 24791
       5811, 32767, 24791
       5812, 32767, 24791
       5813, 32767, 24791
       5814, 32767, 24791
       5815, 32767, 24791
       5816, 32767, 24791
       5817, 32767, 24791
       5818, 32767, 24791
       5819, 32767, 24791
       5820, 32767, 24791
       5821, 32767, 24791
       5822, 31810, 24791
       5823, 30427, 24569
       5824, 28943, 23870
       5825, 27363, 23121
       5826, 25692, 22321
       5827, 23936, 21468
       5828, 22101, 20246
       5829, 20192, 19264
       5830, 18216, 17870
       5831, 16180, 16376
       5832, 14091, 14786
       5833, 11954, 13103
       5834,  9778, 11334
       5835,  7570,  9486
       5836,  5336,  7082
       5837,  3085,  5098
       5838,   823,  3074
       5839, -1440,   513
       5840, -3700, -1027
       5841, -5947, -3583
       5842, -8175, -5598
       5843,-10375, -7570
       5844,-12541, -9955
       5845,-14666,-11784
       5846,-16741,-13532
       5847,-18762,-15192
       5848,-20720,-16759
       5849,-22609,-18228
       5850,-24423,-19598
       5851,-26157,-20560
       5852,-27803,-21758
       5853,-29358,-22593
       5854,-30815,-23376
       5855,-32169,-24108
       5856,-32767,-24569
       5857,-32767,-24791
       5858,-32767,-24791
       5859,-32767,-24791
       5860,-32767,-24791
       5861,-32767,-24791
       5862,-32767,-24791
       5863,-32767,-24791
       5864,-32767,-24791
       5865,-32767,-24791
       5866,-32767,-24791
       5867,-32767,-24791
       5868,-32767,-24791
       5869,-32767,-24791
       5870,-32767,-24791
       5871,-32767,-24791
       5872,-32767,-24791
       5873,-32767,-24791
       5874,-32767,-24791
       5875,-32767,-24791
       5876,-32521,-24791
       5877,-31194,-24791
       5878,-29765,-24108
       5879,-28237,-23626
       5880,-26615,-22860
       5881,-24904,-21758
       5882,-23111,-20869
       5883,-21242,-19925
       5884,-19302,-18579
       5885,-17298,-17135
       5886,-15237,-15593
       5887,-13125,-13956
       5888,-10970,-12229
       5889, -8778,-10419
       5890, -6557, -8536
       5891, -4314, -6096
       5892, -2057, -4090
       5893,   205, -2053
       5894,  2468,     0
       5895,  4723,  2053
       5896,  6963,  4595
       5897,  9179,  6590
       5898, 11364,  8536
       5899, 13512, 10879
       5900, 15616, 12669
       5901, 17667, 14374
       5902, 19660, 15987
       5903, 21587, 17505
       5904, 23443, 18925
       5905, 25222, 19925
       5906, 26916, 21171
       5907, 28522, 22042
       5908, 30032, 22860
       5909, 31443, 23626
       5910, 32750, 24341
       5911, 32767, 24791
       5912, 32767, 24791
       5913, 32767, 24791
       5914, 32767, 24791
       5915, 32767, 24791
       5916, 32767, 24791
       5917, 32767, 24791
       5918, 32767, 24791
       5919, 32767, 24791
       5920, 32767, 24791
       5921, 32767, 24791
       5922, 32767, 24791
       5923, 32767, 24791
       5924, 32767, 24791
       5925, 32767, 24791
       5926, 32767, 24791
       5927, 32767, 24791
       5928, 32767, 24791
       5929, 32767, 24791
       5930, 32767, 24791
       5931, 31931, 24791
       5932, 30557, 24569
       5933, 29082, 23870
       5934, 27511, 23121
       5935, 25848, 22321
       5936, 24099, 21468
       5937, 22271, 20560
       5938, 20369, 19264
       5939, 18399, 17870
       5940, 16368, 16376
       5941, 14283, 14786
       5942, 12150, 13103
       5943,  9977, 11334
       5944,  7771,  9486
       5945,  5540,  7570
       5946,  3290,  5098
       5947,  1029,  3074
       5948, -1235,  1027
       5949, -3495, -1027
       5950, -5744, -3074
       5951, -7973, -5598
       5952,-10176, -7570
       5953,-12346, -9486
       5954,-14474,-11784
       5955,-16555,-13532
       5956,-18580,-15192
       5957,-20544,-16759
       5958,-22440,-18228
       5959,-24262,-19264
       5960,-26003,-20560
       5961,-27657,-21468
       5962,-29220,-22593
       5963,-30686,-23376
       5964,-32051,-23870
       5965,-32767,-24569
       5966,-32767,-24791
       5967,-32767,-24791
       5968,-32767,-24791
       5969,-32767,-24791
       5970,-32767,-24791
       5971,-32767,-24791
       5972,-32767,-24791
       5973,-32767,-24791
       5974,-32767,-24791
       5975,-32767,-24791
       5976,-32767,-24791
       5977,-32767,-24791
       5978,-32767,-24791
       5979,-32767,-24791
       5980,-32767,-24791
       5981,-32767,-24791
       5982,-32767,-24791
       5983,-32767,-24791
       5984,-32767,-24791
       5985,-32636,-24791
       5986,-31319,-24791
       5987,-29899,-24341
       5988,-28379,-23626
       5989,-26766,-22860
       5990,-25063,-22042
       5991,-23278,-20869
       5992,-21415,-19925
       5993,-19481,-18579
       5994,-17483,-17505
       5995,-15426,-15987
       5996,-13319,-14374
       5997,-11167,-12669
       5998, -8978,-10419
       5999, -6760, -8536
       6000, -4519, -6590
       6001, -2263, -4090
       6002,     0, -2053
       6003,  2263,     0
       6004,  4519,  2053
       6005,  6760,  4090
       6006,  8978,  6590
       6007, 11167,  8536
       6008, 13319, 10419
       6009, 15426, 12669
       6010, 17483, 14374
       6011, 19481, 15987
       6012, 21415, 17505
       6013, 23278, 18579
       6014, 25063, 19925
       6015, 26766, 20869
       6016, 28379, 22042
       6017, 29899, 22860
       6018, 31319, 23626
       6019, 32636, 24341
       6020, 32767, 24791
       6021, 32767, 24791
       6022, 32767, 24791
       6023, 32767, 24791
       6024, 32767, 24791
       6025, 32767, 24791
       6026, 32767, 24791
       6027, 32767, 24791
       6028, 32767, 24791
       6029, 32767, 24791
       6030, 32767, 24791
       6031, 32767, 24791
       6032, 32767, 24791
       6033, 32767, 24791
       6034, 32767, 24791
       6035, 32767, 24791
       6036, 32767, 24791
       6037, 32767, 24791
       6038, 32767, 24791
       6039, 32767, 24791
       6040, 32051, 24791
       6041, 30686, 24569
       6042, 29220, 23870
       6043, 27657, 23376
       6044, 26003, 22593
       6045, 24262, 21468
       6046, 22440, 20560
       6047, 20544, 19264
       6048, 18580, 18228
       6049, 16555, 16759
       6050, 14474, 15192
       6051, 12346, 13532
       6052, 10176, 11784
       6053,  7973,  9486
       6054,  5744,  7570
       6055,  3495,  5598
       6056,  1235,  3074
       6057, -1029,  1027
       6058, -3290, -1027
       6059, -5540, -3074
       6060, -7771, -5098
       6061, -9977, -7570
       6062,-12150, -9486
       6063,-14283,-11334
       6064,-16368,-13103
       6065,-18399,-14786
       6066,-20369,-16376
       6067,-22271,-17870
       6068,-24099,-19264
       6069,-25848,-20560
       6070,-27511,-21468
       6071,-29082,-22321
       6072,-30557,-23121
       6073,-31931,-23870
       6074,-32767,-24569
       6075,-32767,-24791
       6076,-32767,-24791
       6077,-32767,-24791
       6078,-32767,-24791
       6079,-32767,-24791
       6080,-32767,-24791
       6081,-32767,-24791
       6082,-32767,-24791
       6083,-32767,-24791
       6084,-32767,-24791
       6085,-32767,-24791
       6086,-32767,-24791
       6087,-32767,-24791
       6088,-32767,-24791
       6089,-32767,-24791
       6090,-32767,-24791
       6091,-32767,-24791
       6092,-32767,-24791
       6093,-32767,-24791
       6094,-32750,-24791
       6095,-31443,-24791
       6096,-30032,-24341
       6097,-28522,-23626
       6098,-26916,-22860
       6099,-25222,-22042
       6100,-23443,-21171
       6101,-21587,-19925
       6102,-19660,-18925
       6103,-17667,-17505
       6104,-15616,-15987
       6105,-13512,-14374
       6106,-11364,-12669
       6107, -9179,-10879
       6108, -6963, -8536
       6109, -4723, -6590
       6110, -2468, -4595
       6111,  -205, -2053
       6112,  2057,     0
       6113,  4314,  2053
       6114,  6557,  4090
       6115,  8778,  6096
       6116, 10970,  8536
       6117, 13125, 10419
       6118, 15237, 12229
       6119, 17298, 13956
       6120, 19302, 15593
       6121, 21242, 17135
       6122, 23111, 18579
       6123, 24904, 19925
       6124, 26615, 20869
       6125, 28237, 21758
       6126, 29765, 22860
       6127, 31194, 23626
       6128, 32521, 24108
       6129, 32767, 24791
       6130, 32767, 24791
       6131, 32767, 24791
       6132, 32767, 24791
       6133, 32767, 24791
       6134, 32767, 24791
       6135, 32767, 24791
       6136, 32767, 24791
       6137, 32767, 24791
       6138, 32767, 24791
       6139, 32767, 24791
       6140, 32767, 24791
       6141, 32767, 24791
       6142, 32767, 24791
       6143, 32767, 24791
       6144, 32767, 24791
       6145, 32767, 24791
       6146, 32767, 24791
       6147, 32767, 24791
       6148, 32767, 24791
       6149, 32169, 24791
       6150, 30815, 24569
       6151, 29358, 24108
       6152, 27803, 23376
       6153, 26157, 22593
       6154, 24423, 21758
       6155, 22609, 20560
       6156, 20720, 19598
       6157, 18762, 18228
       6158, 16741, 16759
       6159, 14666, 15192
       6160, 12541, 13532
       6161, 10375, 11784
       6162,  8175,  9955
       6163,  5947,  7570
       6164,  3700,  5598
       6165,  1440,  3583
       6166,  -823,  1027
       6167, -3085,  -513
       6168, -5336, -3074
       6169, -7570, -5098
       6170, -9778, -7082
       6171,-11954, -9486
       6172,-14091,-11334
       6173,-16180,-13103
       6174,-18216,-14786
       6175,-20192,-16376
       6176,-22101,-17870
       6177,-23936,-19264
       6178,-25692,-20246
       6179,-27363,-21468
       6180,-28943,-22321
       6181,-30427,-23121
       6182,-31810,-23870
       6183,-32767,-24569
       6184,-32767,-24791
       6185,-32767,-24791
       6186,-32767,-24791
       6187,-32767,-24791
       6188,-32767,-24791
       6189,-32767,-24791
       6190,-32767,-24791
       6191,-32767,-24791
       6192,-32767,-24791
       6193,-32767,-24791
       6194,-32767,-24791
       6195,-32767,-24791
       6196,-32767,-24791
       6197,-32767,-24791
       6198,-32767,-24791
       6199,-32767,-24791
       6200,-32767,-24791
       6201,-32767,-24791
       6202,-32767,-24791
       6203,-32767,-24791
       6204,-31567,-24791
       6205,-30165,-24341
       6206,-28663,-23626
       6207,-27066,-22860
       6208,-25379,-22042
       6209,-23608,-21171
       6210,-21759,-20246
       6211,-19838,-18925
       6212,-17851,-17505
       6213,-15804,-15987
       6214,-13705,-14374
       6215,-11561,-12669
       6216, -9379,-10879
       6217, -7165, -9013
       6218, -4928, -6590
       6219, -2674, -4595
       6220,  -411, -2564
       6221,  1852,     0
       6222,  4110,  1540
       6223,  6354,  4090
       6224,  8577,  6096
       6225, 10772,  8055
       6226, 12931, 10419
       6227, 15047, 12229
       6228, 17113, 13956
       6229, 19122, 15593
       6230, 21068, 17135
       6231, 22945, 18579
       6232, 24745, 19598
       6233, 26463, 20869
       6234, 28093, 21758
       6235, 29630, 22593
       6236, 31069, 23376
       6237, 32404, 24108
       6238, 32767, 24791
       6239, 32767, 24791
       6240, 32767, 24791
       6241, 32767, 24791
       6242, 32767, 24791
       6243, 32767, 24791
       6244, 32767, 24791
       6245, 32767, 24791
       6246, 32767, 24791
       6247, 32767, 24791
       6248, 32767, 24791
       6249, 32767, 24791
       6250, 32767, 24791
       6251, 32767, 24791
       6252, 32767, 24791
       6253, 32767, 24791
       6254, 32767, 24791
       6255, 32767, 24791
       6256, 32767, 24791
       6257, 32767, 24791
       6258, 32287, 24791
       6259, 30942, 24791
       6260, 29494, 24108
       6261, 27948, 23376
       6262, 26310, 22593
       6263, 24584, 21758
       6264, 22777, 20869
       6265, 20894, 19598
       6266, 18942, 18228
       6267, 16927, 16759
       6268, 14856, 15593
       6269, 12736, 13956
       6270, 10574, 11784
       6271,  8376,  9955
       6272,  6151,  8055
       6273,  3905,  6096
       6274,  1646,  3583
       6275,  -617,  1540
       6276, -2879,  -513
       6277, -5132, -2564
       6278, -7367, -5098
       6279, -9579, -7082
       6280,-11758, -9013
       6281,-13898,-10879
       6282,-15993,-13103
       6283,-18034,-14786
       6284,-20015,-16376
       6285,-21930,-17870
       6286,-23773,-18925
       6287,-25536,-20246
       6288,-27215,-21171
       6289,-28803,-22321
       6290,-30296,-23121
       6291,-31689,-23870
       6292,-32767,-24341
       6293,-32767,-24791
       6294,-32767,-24791
       6295,-32767,-24791
       6296,-32767,-24791
       6297,-32767,-24791
       6298,-32767,-24791
       6299,-32767,-24791
       6300,-32767,-24791
       6301,-32767,-24791
       6302,-32767,-24791
       6303,-32767,-24791
       6304,-32767,-24791
       6305,-32767,-24791
       6306,-32767,-24791
       6307,-32767,-24791
       6308,-32767,-24791
       6309,-32767,-24791
       6310,-32767,-24791
       6311,-32767,-24791
       6312,-32767,-24791
       6313,-31689,-24791
       6314,-30296,-24341
       6315,-28803,-23870
       6316,-27215,-23121
       6317,-25536,-22321
       6318,-23773,-21171
       6319,-21930,-20246
       6320,-20015,-18925
       6321,-18034,-17870
       6322,-15993,-16376
       6323,-13898,-14786
       6324,-11758,-13103
       6325, -9579,-10879
       6326, -7367, -9013
       6327, -5132, -7082
       6328, -2879, -5098
       6329,  -617, -2564
       6330,  1646,  -513
       6331,  3905,  1540
       6332,  6151,  3583
       6333,  8376,  6096
       6334, 10574,  8055
       6335, 12736,  9955
       6336, 14856, 11784
       6337, 16927, 13956
       6338, 18942, 15593
       6339, 20894, 16759
       6340, 22777, 18228
       6341, 24584, 19598
       6342, 26310, 20869
       6343, 27948, 21758
       6344, 29494, 22593
       6345, 30942, 23376
       6346, 32287, 24108
       6347, 32767, 24791
       6348, 32767, 24791
       6349, 32767, 24791
       6350, 32767, 24791
       6351, 32767, 24791
       6352, 32767, 24791
       6353, 32767, 24791
       6354, 32767, 24791
       6355, 32767, 24791
       6356, 32767, 24791
       6357, 32767, 24791
       6358, 32767, 24791
       6359, 32767, 24791
       6360, 32767, 24791
       6361, 32767, 24791
       6362, 32767, 24791
       6363, 32767, 24791
       6364, 32767, 24791
       6365, 32767, 24791
       6366, 32767, 24791
       6367, 32404, 24791
       6368, 31069, 24791
       6369, 29630, 24108
       6370, 28093, 23376
       6371, 26463, 22593
       6372, 24745, 21758
       6373, 22945, 20869
       6374, 21068, 19598
       6375, 19122, 18579
       6376, 17113, 17135
       6377, 15047, 15593
       6378, 12931, 13956
       6379, 10772, 12229
       6380,  8577, 10419
       6381,  6354,  8055
       6382,  4110,  6096
       6383,  1852,  4090
       6384,  -411,  1540
       6385, -2674,     0
       6386, -4928, -2564
       6387, -7165, -4595
       6388, -9379, -6590
       6389,-11561, -9013
       6390,-13705,-10879
       6391,-15804,-12669
       6392,-17851,-14374
       6393,-19838,-15987
       6394,-21759,-17505
       6395,-23608,-18925
       6396,-25379,-20246
       6397,-27066,-21171
       6398,-28663,-22042
       6399,-30165,-22860
       6400,-31567,-23626
       6401,-32767,-24341
       6402,-32767,-24791
       6403,-32767,-24791
       6404,-32767,-24791
       6405,-32767,-24791
       6406,-32767,-24791
       6407,-32767,-24791
       6408,-32767,-24791
       6409,-32767,-24791
       6410,-32767,-24791
       6411,-32767,-24791
       6412,-32767,-24791
       6413,-32767,-24791
       6414,-32767,-24791
       6415,-32767,-24791
       6416,-32767,-24791
       6417,-32767,-24791
       6418,-32767,-24791
       6419,-32767,-24791
       6420,-32767,-24791
       6421,-32767,-24791
       6422,-31810,-24791
       6423,-30427,-24569
       6424,-28943,-23870
       6425,-27363,-23121
       6426,-25692,-22321
       6427,-23936,-21468
       6428,-22101,-20246
       6429,-20192,-19264
       6430,-18216,-17870
       6431,-16180,-16376
       6432,-14091,-14786
       6433,-11954,-13103
       6434, -9778,-11334
       6435, -7570, -9486
       6436, -5336, -7082
       6437, -3085, -5098
       6438,  -823, -3074
       6439,  1440,  -513
       6440,  3700,  1027
       6441,  5947,  3583
       6442,  8175,  5598
       6443, 10375,  7570
       6444, 12541,  9955
       6445, 14666, 11784
       6446, 16741, 13532
       6447, 18762, 15192
       6448, 20720, 16759
       6449, 22609, 18228
       6450, 24423, 19598
       6451, 26157, 20560
       6452, 27803, 21758
       6453, 29358, 22593
       6454, 30815, 23376
       6455, 32169, 24108
       6456, 32767, 24569
       6457, 32767, 24791
       6458, 32767, 24791
       6459, 32767, 24791
       6460, 32767, 24791
       6461, 32767, 24791
       6462, 32767, 24791
       6463, 32767, 24791
       6464, 32767, 24791
       6465, 32767, 24791
       6466, 32767, 24791
       6467, 32767, 24791
       6468, 32767, 24791
       6469, 32767, 24791
       6470, 32767, 24791
       6471, 32767, 24791
       6472, 32767, 24791
       6473, 32767, 24791
       6474, 32767, 24791
       6475, 32767, 24791
       6476, 32521, 24791
       6477, 31194, 24791
       6478, 29765, 24108
       6479, 28237, 23626
       6480, 26615, 22860
       6481, 24904, 21758
       6482, 23111, 20869
       6483, 21242, 19925
       6484, 19302, 18579
       6485, 17298, 17135
       6486, 15237, 15593
       6487, 13125, 13956
       6488, 10970, 12229
       6489,  8778, 10419
       6490,  6557,  8536
       6491,  4314,  6096
       6492,  2057,  4090
       6493,  -205,  2053
       6494, -2468,     0
       6495, -4723, -2053
       6496, -6963, -4595
       6497, -9179, -6590
       6498,-11364, -8536
       6499,-13512,-10879
       6500,-15616,-12669
       6501,-17667,-14374
       6502,-19660,-15987
       6503,-21587,-17505
       6504,-23443,-18925
       6505,-25222,-19925
       6506,-26916,-21171
       6507,-28522,-22042
       6508,-30032,-22860
       6509,-31443,-23626
       6510,-32750,-24341
       6511,-32767,-24791
       6512,-32767,-24791
       6513,-32767,-24791
       6514,-32767,-24791
       6515,-32767,-24791
       6516,-32767,-24791
       6517,-32767,-24791
       6518,-32767,-24791
       6519,-32767,-24791
       6520,-32767,-24791
       6521,-32767,-24791
       6522,-32767,-24791
       6523,-32767,-24791
       6524,-32767,-24791
       6525,-32767,-24791
       6526,-32767,-24791
       6527,-32767,-24791
       6528,-32767,-24791
       6529,-32767,-24791
       6530,-32767,-24791
       6531,-31931,-24791
       6532,-30557,-24569
       6533,-29082,-23870
       6534,-27511,-23121
       6535,-25848,-22321
       6536,-24099,-21468
       6537,-22271,-20560
       6538,-20369,-19264
       6539,-18399,-17870
       6540,-16368,-16376
       6541,-14283,-14786
       6542,-12150,-13103
       6543, -9977,-11334
       6544, -7771, -9486
       6545, -5540, -7570
       6546, -3290, -5098
       6547, -1029, -3074
       6548,  1235, -1027
       6549,  3495,  1027
       6550,  5744,  3074
       6551,  7973,  5598
       6552, 10176,  7570
       6553, 12346,  9486
       6554, 14474, 11784
       6555, 16555, 13532
       6556, 18580, 15192
       6557, 20544, 16759
       6558, 22440, 18228
       6559, 24262, 19264
       6560, 26003, 20560
       6561, 27657, 21468
       6562, 29220, 22593
       6563, 30686, 23376
       6564, 32051, 23870
       6565, 32767, 24569
       6566, 32767, 24791
       6567, 32767, 24791
       6568, 32767, 24791
