sample,x_input,y_output
       2761, 15847, 14786
       2762, 15581, 14374
       2763, 15264, 14374
       2764, 14896, 13956
       2765, 14479, 13956
       2766, 14013, 13532
       2767, 13502, 13103
       2768, 12945, 12669
       2769, 12346, 12229
       2770, 11705, 11784
       2771, 11026, 10879
       2772, 10310, 10419
       2773,  9560,  9955
       2774,  8778,  9013
       2775,  7967,  8536
       2776,  7130,  7570
       2777,  6269,  6590
       2778,  5387,  6096
       2779,  4488,  5098
       2780,  3573,  4090
       2781,  2647,  3074
       2782,  1712,  2564
       2783,   771,  1540
       2784,  -171,   513
       2785, -1114,     0
       2786, -2053, -1027
       2787, -2985, -2053
       2788, -3908, -2564
       2789, -4817, -3583
       2790, -5710, -4595
       2791, -6585, -5598
       2792, -7437, -6096
       2793, -8265, -7082
       2794, -9066, -8055
       2795, -9836, -8536
       2796,-10574, -9486
       2797,-11277, -9955
       2798,-11943,-10879
       2799,-12568,-11334
       2800,-13152,-11784
       2801,-13693,-12229
       2802,-14188,-12669
       2803,-14636,-13103
       2804,-15036,-13532
       2805,-15385,-13956
       2806,-15684,-14374
       2807,-15930,-14374
       2808,-16124,-14786
       2809,-16264,-14786
       2810,-16351,-14786
       2811,-16383,-14786
       2812,-16361,-14786
       2813,-16284,-14786
       2814,-16154,-14786
       2815,-15970,-14786
       2816,-15732,-14786
       2817,-15443,-14374
       2818,-15103,-14374
       2819,-14712,-13956
       2820,-14273,-13532
       2821,-13786,-13103
       2822,-13254,-12669
       2823,-12678,-12229
       2824,-12059,-11784
       2825,-11401,-11334
       2826,-10705,-10879
       2827, -9973, -9955
       2828, -9208, -9486
       2829, -8413, -8536
       2830, -7590, -8055
       2831, -6742, -7082
       2832, -5871, -6590
       2833, -4981, -5598
       2834, -4074, -4595
       2835, -3154, -3583
       2836, -2223, -3074
       2837, -1285, -2053
       2838,  -343, -1027
       2839,   600,     0
       2840,  1541,   513
       2841,  2478,  1540
       2842,  3406,  2053
       2843,  4323,  3074
       2844,  5225,  4090
       2845,  6110,  5098
       2846,  6975,  5598
       2847,  7817,  6590
       2848,  8633,  7570
       2849,  9420,  8055
       2850, 10176,  9013
       2851, 10898,  9486
       2852, 11584, 10419
       2853, 12232, 10879
       2854, 12839, 11334
       2855, 13404, 12229
       2856, 13924, 12669
       2857, 14398, 13103
       2858, 14824, 13532
       2859, 15201, 13532
       2860, 15527, 13956
       2861, 15802, 14374
       2862, 16025, 14374
       2863, 16194, 14786
       2864, 16310, 14786
       2865, 16372, 14786
       2866, 16379, 14786
       2867, 16332, 14786
       2868, 16231, 14786
       2869, 16077, 14786
       2870, 15868, 14786
       2871, 15607, 14374
       2872, 15295, 14374
       2873, 14931, 13956
       2874, 14519, 13956
       2875, 14058, 13532
       2876, 13550, 13103
       2877, 12997, 12669
       2878, 12402, 12229
       2879, 11765, 11784
       2880, 11089, 10879
       2881, 10376, 10419
       2882,  9629,  9955
       2883,  8851,  9013
       2884,  8042,  8536
       2885,  7207,  7570
       2886,  6348,  7082
       2887,  5468,  6096
       2888,  4570,  5098
       2889,  3657,  4090
       2890,  2732,  3583
       2891,  1797,  2564
       2892,   857,  1540
       2893,   -85,   513
       2894, -1028,     0
       2895, -1968, -1027
       2896, -2901, -1540
       2897, -3824, -2564
       2898, -4735, -3583
       2899, -5630, -4595
       2900, -6506, -5098
       2901, -7361, -6096
       2902, -8191, -7082
       2903, -8994, -7570
       2904, -9768, -8536
       2905,-10509, -9486
       2906,-11215, -9955
       2907,-11884,-10419
       2908,-12513,-11334
       2909,-13101,-11784
       2910,-13646,-12229
       2911,-14145,-12669
       2912,-14597,-13103
       2913,-15001,-13532
       2914,-15355,-13956
       2915,-15659,-13956
       2916,-15910,-14374
       2917,-16109,-14786
       2918,-16254,-14786
       2919,-16345,-14786
       2920,-16382,-14786
       2921,-16365,-14786
       2922,-16293,-14786
       2923,-16168,-14786
       2924,-15988,-14786
       2925,-15756,-14786
       2926,-15472,-14374
       2927,-15136,-14374
       2928,-14750,-13956
       2929,-14315,-13532
       2930,-13833,-13103
       2931,-13304,-13103
       2932,-12732,-12229
       2933,-12117,-11784
       2934,-11462,-11334
       2935,-10770,-10879
       2936,-10041,-10419
       2937, -9279, -9486
       2938, -8487, -9013
       2939, -7666, -8055
       2940, -6820, -7082
       2941, -5951, -6590
       2942, -5062, -5598
       2943, -4157, -4595
       2944, -3238, -4090
       2945, -2308, -3074
       2946, -1370, -2053
       2947,  -428, -1027
       2948,   514,     0
       2949,  1456,   513
       2950,  2393,  1027
       2951,  3322,  2053
       2952,  4240,  3074
       2953,  5144,  4090
       2954,  6031,  5098
       2955,  6898,  5598
       2956,  7742,  6590
       2957,  8560,  7570
       2958,  9350,  8055
       2959, 10109,  9013
       2960, 10834,  9486
       2961, 11524, 10419
       2962, 12175, 10879
       2963, 12786, 11334
       2964, 13354, 11784
       2965, 13878, 12669
       2966, 14356, 13103
       2967, 14787, 13532
       2968, 15169, 13532
       2969, 15500, 13956
       2970, 15779, 14374
       2971, 16007, 14374
       2972, 16181, 14786
       2973, 16302, 14786
       2974, 16369, 14786
       2975, 16381, 14786
       2976, 16339, 14786
       2977, 16243, 14786
       2978, 16093, 14786
       2979, 15889, 14786
       2980, 15633, 14786
       2981, 15325, 14374
       2982, 14967, 13956
       2983, 14558, 13956
       2984, 14101, 13532
       2985, 13598, 13103
       2986, 13049, 12669
       2987, 12458, 12229
       2988, 11824, 11784
       2989, 11152, 11334
       2990, 10443, 10419
       2991,  9699,  9955
       2992,  8923,  9013
       2993,  8117,  8536
       2994,  7284,  7570
       2995,  6427,  7082
       2996,  5549,  6096
       2997,  4653,  5098
       2998,  3741,  4595
       2999,  2816,  3583
       3000,  1883,  2564
       3001,   943,  1540
       3002,     0,   513
       3003,  -943,     0
       3004, -1883,  -513
       3005, -2816, -1540
       3006, -3741, -2564
       3007, -4653, -3583
       3008, -5549, -4595
       3009, -6427, -5098
       3010, -7284, -6096
       3011, -8117, -7082
       3012, -8923, -7570
       3013, -9699, -8536
       3014,-10443, -9013
       3015,-11152, -9955
       3016,-11824,-10419
       3017,-12458,-11334
       3018,-13049,-11784
       3019,-13598,-12229
       3020,-14101,-12669
       3021,-14558,-13103
       3022,-14967,-13532
       3023,-15325,-13956
       3024,-15633,-13956
       3025,-15889,-14374
       3026,-16093,-14786
       3027,-16243,-14786
       3028,-16339,-14786
       3029,-16381,-14786
       3030,-16369,-14786
       3031,-16302,-14786
       3032,-16181,-14786
       3033,-16007,-14786
       3034,-15779,-14786
       3035,-15500,-14374
       3036,-15169,-14374
       3037,-14787,-13956
       3038,-14356,-13532
       3039,-13878,-13532
       3040,-13354,-13103
       3041,-12786,-12669
       3042,-12175,-11784
       3043,-11524,-11334
       3044,-10834,-10879
       3045,-10109,-10419
       3046, -9350, -9486
       3047, -8560, -9013
       3048, -7742, -8055
       3049, -6898, -7570
       3050, -6031, -6590
       3051, -5144, -5598
       3052, -4240, -5098
       3053, -3322, -4090
       3054, -2393, -3074
       3055, -1456, -2053
       3056,  -514, -1027
       3057,   428,  -513
       3058,  1370,     0
       3059,  2308,  1027
       3060,  3238,  2053
       3061,  4157,  3074
       3062,  5062,  4090
       3063,  5951,  4595
       3064,  6820,  5598
       3065,  7666,  6590
       3066,  8487,  7082
       3067,  9279,  8055
       3068, 10041,  9013
       3069, 10770,  9486
       3070, 11462, 10419
       3071, 12117, 10879
       3072, 12732, 11334
       3073, 13304, 11784
       3074, 13833, 12229
       3075, 14315, 13103
       3076, 14750, 13103
       3077, 15136, 13532
       3078, 15472, 13956
       3079, 15756, 14374
       3080, 15988, 14374
       3081, 16168, 14786
       3082, 16293, 14786
       3083, 16365, 14786
       3084, 16382, 14786
       3085, 16345, 14786
       3086, 16254, 14786
       3087, 16109, 14786
       3088, 15910, 14786
       3089, 15659, 14786
       3090, 15355, 14374
       3091, 15001, 13956
       3092, 14597, 13956
       3093, 14145, 13532
       3094, 13646, 13103
       3095, 13101, 12669
       3096, 12513, 12229
       3097, 11884, 11784
       3098, 11215, 11334
       3099, 10509, 10419
       3100,  9768,  9955
       3101,  8994,  9486
       3102,  8191,  8536
       3103,  7361,  7570
       3104,  6506,  7082
       3105,  5630,  6096
       3106,  4735,  5098
       3107,  3824,  4595
       3108,  2901,  3583
       3109,  1968,  2564
       3110,  1028,  1540
       3111,    85,  1027
       3112,  -857,     0
       3113, -1797,  -513
       3114, -2732, -1540
       3115, -3657, -2564
       3116, -4570, -3583
       3117, -5468, -4090
       3118, -6348, -5098
       3119, -7207, -6096
       3120, -8042, -7082
       3121, -8851, -7570
       3122, -9629, -8536
       3123,-10376, -9013
       3124,-11089, -9955
       3125,-11765,-10419
       3126,-12402,-10879
       3127,-12997,-11784
       3128,-13550,-12229
       3129,-14058,-12669
       3130,-14519,-13103
       3131,-14931,-13532
       3132,-15295,-13956
       3133,-15607,-13956
       3134,-15868,-14374
       3135,-16077,-14374
       3136,-16231,-14786
       3137,-16332,-14786
       3138,-16379,-14786
       3139,-16372,-14786
       3140,-16310,-14786
       3141,-16194,-14786
       3142,-16025,-14786
       3143,-15802,-14786
       3144,-15527,-14374
       3145,-15201,-14374
       3146,-14824,-13956
       3147,-14398,-13532
       3148,-13924,-13532
       3149,-13404,-13103
       3150,-12839,-12669
       3151,-12232,-12229
       3152,-11584,-11334
       3153,-10898,-10879
       3154,-10176,-10419
       3155, -9420, -9486
       3156, -8633, -9013
       3157, -7817, -8055
       3158, -6975, -7570
       3159, -6110, -6590
       3160, -5225, -5598
       3161, -4323, -5098
       3162, -3406, -4090
       3163, -2478, -3074
       3164, -1541, -2053
       3165,  -600, -1540
       3166,   343,  -513
       3167,  1285,     0
       3168,  2223,  1027
       3169,  3154,  2053
       3170,  4074,  3074
       3171,  4981,  3583
       3172,  5871,  4595
       3173,  6742,  5598
       3174,  7590,  6590
       3175,  8413,  7082
       3176,  9208,  8055
       3177,  9973,  8536
       3178, 10705,  9486
       3179, 11401,  9955
       3180, 12059, 10879
       3181, 12678, 11334
       3182, 13254, 11784
       3183, 13786, 12229
       3184, 14273, 12669
       3185, 14712, 13103
       3186, 15103, 13532
       3187, 15443, 13956
       3188, 15732, 14374
       3189, 15970, 14374
       3190, 16154, 14786
       3191, 16284, 14786
       3192, 16361, 14786
       3193, 16383, 14786
       3194, 16351, 14786
       3195, 16264, 14786
       3196, 16124, 14786
       3197, 15930, 14786
       3198, 15684, 14786
       3199, 15385, 14374
       3200, 15036, 14374
       3201, 14636, 13956
       3202, 14188, 13532
       3203, 13693, 13103
       3204, 13152, 12669
       3205, 12568, 12229
       3206, 11943, 11784
       3207, 11277, 11334
       3208, 10574, 10879
       3209,  9836,  9955
       3210,  9066,  9486
       3211,  8265,  8536
       3212,  7437,  8055
       3213,  6585,  7082
       3214,  5710,  6096
       3215,  4817,  5598
       3216,  3908,  4595
       3217,  2985,  3583
       3218,  2053,  2564
       3219,  1114,  2053
       3220,   171,  1027
       3221,  -771,     0
       3222, -1712,  -513
       3223, -2647, -1540
       3224, -3573, -2564
       3225, -4488, -3074
       3226, -5387, -4090
       3227, -6269, -5098
       3228, -7130, -6096
       3229, -7967, -6590
       3230, -8778, -7570
       3231, -9560, -8536
       3232,-10310, -9013
       3233,-11026, -9955
       3234,-11705,-10419
       3235,-12346,-10879
       3236,-12945,-11784
       3237,-13502,-12229
       3238,-14013,-12669
       3239,-14479,-13103
       3240,-14896,-13532
       3241,-15264,-13956
       3242,-15581,-13956
       3243,-15847,-14374
       3244,-16060,-14374
       3245,-16220,-14786
       3246,-16326,-14786
       3247,-16377,-14786
       3248,-16375,-14786
       3249,-16318,-14786
       3250,-16207,-14786
       3251,-16043,-14786
       3252,-15825,-14786
       3253,-15554,-14374
       3254,-15232,-14374
       3255,-14860,-13956
       3256,-14438,-13956
       3257,-13969,-13532
       3258,-13453,-13103
       3259,-12892,-12669
       3260,-12289,-12229
       3261,-11645,-11784
       3262,-10962,-10879
       3263,-10243,-10419
       3264, -9490, -9955
       3265, -8706, -9013
       3266, -7892, -8536
       3267, -7053, -7570
       3268, -6190, -6590
       3269, -5306, -6096
       3270, -4405, -5098
       3271, -3490, -4090
       3272, -2562, -3074
       3273, -1627, -2564
       3274,  -686, -1540
       3275,   257,  -513
       3276,  1199,     0
       3277,  2138,  1027
       3278,  3069,  2053
       3279,  3991,  2564
       3280,  4899,  3583
       3281,  5791,  4595
       3282,  6663,  5598
       3283,  7514,  6590
       3284,  8339,  7082
       3285,  9137,  8055
       3286,  9905,  8536
       3287, 10640,  9486
       3288, 11339,  9955
       3289, 12001, 10879
       3290, 12623, 11334
       3291, 13203, 11784
       3292, 13740, 12229
       3293, 14231, 12669
       3294, 14674, 13103
       3295, 15069, 13532
       3296, 15414, 13956
       3297, 15708, 14374
       3298, 15950, 14374
       3299, 16139, 14786
       3300, 16274, 14786
       3301, 16356, 14786
       3302, 16383, 14786
       3303, 16356, 14786
       3304, 16274, 14786
       3305, 16139, 14786
       3306, 15950, 14786
       3307, 15708, 14786
       3308, 15414, 14374
       3309, 15069, 14374
       3310, 14674, 13956
       3311, 14231, 13532
       3312, 13740, 13103
       3313, 13203, 12669
       3314, 12623, 12229
       3315, 12001, 11784
       3316, 11339, 11334
       3317, 10640, 10879
       3318,  9905,  9955
       3319,  9137,  9486
       3320,  8339,  8536
       3321,  7514,  8055
       3322,  6663,  7082
       3323,  5791,  6590
       3324,  4899,  5598
       3325,  3991,  4595
       3326,  3069,  3583
       3327,  2138,  2564
       3328,  1199,  2053
       3329,   257,  1027
       3330,  -686,     0
       3331, -1627,  -513
       3332, -2562, -1540
       3333, -3490, -2564
       3334, -4405, -3074
       3335, -5306, -4090
       3336, -6190, -5098
       3337, -7053, -6096
       3338, -7892, -6590
       3339, -8706, -7570
       3340, -9490, -8536
       3341,-10243, -9013
       3342,-10962, -9955
       3343,-11645,-10419
       3344,-12289,-10879
       3345,-12892,-11784
       3346,-13453,-12229
       3347,-13969,-12669
       3348,-14438,-13103
       3349,-14860,-13532
       3350,-15232,-13956
       3351,-15554,-13956
       3352,-15825,-14374
       3353,-16043,-14374
       3354,-16207,-14786
       3355,-16318,-14786
       3356,-16375,-14786
       3357,-16377,-14786
       3358,-16326,-14786
       3359,-16220,-14786
       3360,-16060,-14786
       3361,-15847,-14786
       3362,-15581,-14374
       3363,-15264,-14374
       3364,-14896,-13956
       3365,-14479,-13956
       3366,-14013,-13532
       3367,-13502,-13103
       3368,-12945,-12669
       3369,-12346,-12229
       3370,-11705,-11784
       3371,-11026,-10879
       3372,-10310,-10419
       3373, -9560, -9955
       3374, -8778, -9013
       3375, -7967, -8536
       3376, -7130, -7570
       3377, -6269, -6590
       3378, -5387, -6096
       3379, -4488, -5098
       3380, -3573, -4090
       3381, -2647, -3074
       3382, -1712, -2564
       3383,  -771, -1540
       3384,   171,  -513
       3385,  1114,     0
       3386,  2053,  1027
       3387,  2985,  2053
       3388,  3908,  2564
       3389,  4817,  3583
       3390,  5710,  4595
       3391,  6585,  5598
       3392,  7437,  6096
       3393,  8265,  7082
       3394,  9066,  8055
       3395,  9836,  8536
       3396, 10574,  9486
       3397, 11277,  9955
       3398, 11943, 10879
       3399, 12568, 11334
       3400, 13152, 11784
       3401, 13693, 12229
       3402, 14188, 12669
       3403, 14636, 13103
       3404, 15036, 13532
       3405, 15385, 13956
       3406, 15684, 14374
       3407, 15930, 14374
       3408, 16124, 14786
       3409, 16264, 14786
       3410, 16351, 14786
       3411, 16383, 14786
       3412, 16361, 14786
       3413, 16284, 14786
       3414, 16154, 14786
       3415, 15970, 14786
       3416, 15732, 14786
       3417, 15443, 14374
       3418, 15103, 14374
       3419, 14712, 13956
       3420, 14273, 13532
       3421, 13786, 13103
       3422, 13254, 12669
       3423, 12678, 12229
       3424, 12059, 11784
       3425, 11401, 11334
       3426, 10705, 10879
       3427,  9973,  9955
       3428,  9208,  9486
       3429,  8413,  8536
       3430,  7590,  8055
       3431,  6742,  7082
       3432,  5871,  6590
       3433,  4981,  5598
       3434,  4074,  4595
       3435,  3154,  3583
       3436,  2223,  3074
       3437,  1285,  2053
       3438,   343,  1027
       3439,  -600,     0
       3440, -1541,  -513
       3441, -2478, -1540
       3442, -3406, -2053
       3443, -4323, -3074
       3444, -5225, -4090
       3445, -6110, -5098
       3446, -6975, -5598
       3447, -7817, -6590
       3448, -8633, -7570
       3449, -9420, -8055
       3450,-10176, -9013
       3451,-10898, -9486
       3452,-11584,-10419
       3453,-12232,-10879
       3454,-12839,-11334
       3455,-13404,-12229
       3456,-13924,-12669
       3457,-14398,-13103
       3458,-14824,-13532
       3459,-15201,-13532
       3460,-15527,-13956
       3461,-15802,-14374
       3462,-16025,-14374
       3463,-16194,-14786
       3464,-16310,-14786
       3465,-16372,-14786
       3466,-16379,-14786
       3467,-16332,-14786
       3468,-16231,-14786
       3469,-16077,-14786
       3470,-15868,-14786
       3471,-15607,-14374
       3472,-15295,-14374
       3473,-14931,-13956
       3474,-14519,-13956
       3475,-14058,-13532
       3476,-13550,-13103
       3477,-12997,-12669
       3478,-12402,-12229
       3479,-11765,-11784
       3480,-11089,-10879
       3481,-10376,-10419
       3482, -9629, -9955
       3483, -8851, -9013
       3484, -8042, -8536
       3485, -7207, -7570
       3486, -6348, -7082
       3487, -5468, -6096
       3488, -4570, -5098
       3489, -3657, -4090
       3490, -2732, -3583
       3491, -1797, -2564
       3492,  -857, -1540
       3493,    85,  -513
       3494,  1028,     0
       3495,  1968,  1027
       3496,  2901,  1540
       3497,  3824,  2564
       3498,  4735,  3583
       3499,  5630,  4595
       3500,  6506,  5098
       3501,  7361,  6096
       3502,  8191,  7082
       3503,  8994,  7570
       3504,  9768,  8536
       3505, 10509,  9486
       3506, 11215,  9955
       3507, 11884, 10419
       3508, 12513, 11334
       3509, 13101, 11784
       3510, 13646, 12229
       3511, 14145, 12669
       3512, 14597, 13103
       3513, 15001, 13532
       3514, 15355, 13956
       3515, 15659, 13956
       3516, 15910, 14374
       3517, 16109, 14786
       3518, 16254, 14786
       3519, 16345, 14786
       3520, 16382, 14786
       3521, 16365, 14786
       3522, 16293, 14786
       3523, 16168, 14786
       3524, 15988, 14786
       3525, 15756, 14786
       3526, 15472, 14374
       3527, 15136, 14374
       3528, 14750, 13956
       3529, 14315, 13532
       3530, 13833, 13103
       3531, 13304, 13103
       3532, 12732, 12229
       3533, 12117, 11784
       3534, 11462, 11334
       3535, 10770, 10879
       3536, 10041, 10419
       3537,  9279,  9486
       3538,  8487,  9013
       3539,  7666,  8055
       3540,  6820,  7082
       3541,  5951,  6590
       3542,  5062,  5598
       3543,  4157,  4595
       3544,  3238,  4090
       3545,  2308,  3074
       3546,  1370,  2053
       3547,   428,  1027
       3548,  -514,     0
       3549, -1456,  -513
       3550, -2393, -1027
       3551, -3322, -2053
       3552, -4240, -3074
       3553, -5144, -4090
       3554, -6031, -5098
       3555, -6898, -5598
       3556, -7742, -6590
       3557, -8560, -7570
       3558, -9350, -8055
       3559,-10109, -9013
       3560,-10834, -9486
       3561,-11524,-10419
       3562,-12175,-10879
       3563,-12786,-11334
       3564,-13354,-11784
       3565,-13878,-12669
       3566,-14356,-13103
       3567,-14787,-13532
       3568,-15169,-13532
       3569,-15500,-13956
       3570,-15779,-14374
       3571,-16007,-14374
       3572,-16181,-14786
       3573,-16302,-14786
       3574,-16369,-14786
       3575,-16381,-14786
       3576,-16339,-14786
       3577,-16243,-14786
       3578,-16093,-14786
       3579,-15889,-14786
       3580,-15633,-14786
       3581,-15325,-14374
       3582,-14967,-13956
       3583,-14558,-13956
       3584,-14101,-13532
       3585,-13598,-13103
       3586,-13049,-12669
       3587,-12458,-12229
       3588,-11824,-11784
       3589,-11152,-11334
       3590,-10443,-10419
       3591, -9699, -9955
       3592, -8923, -9013
       3593, -8117, -8536
       3594, -7284, -7570
       3595, -6427, -7082
       3596, -5549, -6096
       3597, -4653, -5098
       3598, -3741, -4595
       3599, -2816, -3583
       3600, -1883, -2564
       3601,  -943, -1540
       3602,     0,  -513
       3603,   943,     0
       3604,  1883,   513
       3605,  2816,  1540
       3606,  3741,  2564
       3607,  4653,  3583
       3608,  5549,  4595
       3609,  6427,  5098
       3610,  7284,  6096
       3611,  8117,  7082
       3612,  8923,  7570
       3613,  9699,  8536
       3614, 10443,  9013
       3615, 11152,  9955
       3616, 11824, 10419
       3617, 12458, 11334
       3618, 13049, 11784
       3619, 13598, 12229
       3620, 14101, 12669
       3621, 14558, 13103
       3622, 14967, 13532
       3623, 15325, 13956
       3624, 15633, 13956
       3625, 15889, 14374
       3626, 16093, 14786
       3627, 16243, 14786
       3628, 16339, 14786
       3629, 16381, 14786
       3630, 16369, 14786
       3631, 16302, 14786
       3632, 16181, 14786
       3633, 16007, 14786
       3634, 15779, 14786
       3635, 15500, 14374
       3636, 15169, 14374
       3637, 14787, 13956
       3638, 14356, 13532
       3639, 13878, 13532
       3640, 13354, 13103
       3641, 12786, 12669
       3642, 12175, 11784
       3643, 11524, 11334
       3644, 10834, 10879
       3645, 10109, 10419
       3646,  9350,  9486
       3647,  8560,  9013
       3648,  7742,  8055
       3649,  6898,  7570
       3650,  6031,  6590
       3651,  5144,  5598
       3652,  4240,  5098
       3653,  3322,  4090
       3654,  2393,  3074
       3655,  1456,  2053
       3656,   514,  1027
       3657,  -428,   513
       3658, -1370,     0
       3659, -2308, -1027
       3660, -3238, -2053
       3661, -4157, -3074
       3662, -5062, -4090
       3663, -5951, -4595
       3664, -6820, -5598
       3665, -7666, -6590
       3666, -8487, -7082
       3667, -9279, -8055
       3668,-10041, -9013
       3669,-10770, -9486
       3670,-11462,-10419
       3671,-12117,-10879
       3672,-12732,-11334
       3673,-13304,-11784
       3674,-13833,-12229
       3675,-14315,-13103
       3676,-14750,-13103
       3677,-15136,-13532
       3678,-15472,-13956
       3679,-15756,-14374
       3680,-15988,-14374
       3681,-16168,-14786
       3682,-16293,-14786
       3683,-16365,-14786
       3684,-16382,-14786
       3685,-16345,-14786
       3686,-16254,-14786
       3687,-16109,-14786
       3688,-15910,-14786
       3689,-15659,-14786
       3690,-15355,-14374
       3691,-15001,-13956
       3692,-14597,-13956
       3693,-14145,-13532
       3694,-13646,-13103
       3695,-13101,-12669
       3696,-12513,-12229
       3697,-11884,-11784
       3698,-11215,-11334
       3699,-10509,-10419
       3700, -9768, -9955
       3701, -8994, -9486
       3702, -8191, -8536
       3703, -7361, -7570
       3704, -6506, -7082
       3705, -5630, -6096
       3706, -4735, -5098
       3707, -3824, -4595
       3708, -2901, -3583
       3709, -1968, -2564
       3710, -1028, -1540
       3711,   -85, -1027
       3712,   857,     0
       3713,  1797,   513
       3714,  2732,  1540
       3715,  3657,  2564
       3716,  4570,  3583
       3717,  5468,  4090
       3718,  6348,  5098
       3719,  7207,  6096
       3720,  8042,  7082
       3721,  8851,  7570
       3722,  9629,  8536
       3723, 10376,  9013
       3724, 11089,  9955
       3725, 11765, 10419
       3726, 12402, 10879
       3727, 12997, 11784
       3728, 13550, 12229
       3729, 14058, 12669
       3730, 14519, 13103
       3731, 14931, 13532
       3732, 15295, 13956
       3733, 15607, 13956
       3734, 15868, 14374
       3735, 16077, 14374
       3736, 16231, 14786
       3737, 16332, 14786
       3738, 16379, 14786
       3739, 16372, 14786
       3740, 16310, 14786
       3741, 16194, 14786
       3742, 16025, 14786
       3743, 15802, 14786
       3744, 15527, 14374
       3745, 15201, 14374
       3746, 14824, 13956
       3747, 14398, 13532
       3748, 13924, 13532
       3749, 13404, 13103
       3750, 12839, 12669
       3751, 12232, 12229
       3752, 11584, 11334
       3753, 10898, 10879
       3754, 10176, 10419
       3755,  9420,  9486
       3756,  8633,  9013
       3757,  7817,  8055
       3758,  6975,  7570
       3759,  6110,  6590
       3760,  5225,  5598
       3761,  4323,  5098
       3762,  3406,  4090
       3763,  2478,  3074
       3764,  1541,  2053
       3765,   600,  1540
       3766,  -343,   513
       3767, -1285,     0
       3768, -2223, -1027
       3769, -3154, -2053
       3770, -4074, -3074
       3771, -4981, -3583
       3772, -5871, -4595
       3773, -6742, -5598
       3774, -7590, -6590
       3775, -8413, -7082
       3776, -9208, -8055
       3777, -9973, -8536
       3778,-10705, -9486
       3779,-11401, -9955
       3780,-12059,-10879
       3781,-12678,-11334
       3782,-13254,-11784
       3783,-13786,-12229
       3784,-14273,-12669
       3785,-14712,-13103
       3786,-15103,-13532
       3787,-15443,-13956
       3788,-15732,-14374
       3789,-15970,-14374
       3790,-16154,-14786
       3791,-16284,-14786
       3792,-16361,-14786
       3793,-16383,-14786
       3794,-16351,-14786
       3795,-16264,-14786
       3796,-16124,-14786
       3797,-15930,-14786
       3798,-15684,-14786
       3799,-15385,-14374
       3800,-15036,-14374
       3801,-14636,-13956
       3802,-14188,-13532
       3803,-13693,-13103
       3804,-13152,-12669
       3805,-12568,-12229
       3806,-11943,-11784
       3807,-11277,-11334
       3808,-10574,-10879
       3809, -9836, -9955
       3810, -9066, -9486
       3811, -8265, -8536
       3812, -7437, -8055
       3813, -6585, -7082
       3814, -5710, -6096
       3815, -4817, -5598
       3816, -3908, -4595
       3817, -2985, -3583
       3818, -2053, -2564
       3819, -1114, -2053
       3820,  -171, -1027
       3821,   771,     0
       3822,  1712,   513
       3823,  2647,  1540
       3824,  3573,  2564
       3825,  4488,  3074
       3826,  5387,  4090
       3827,  6269,  5098
       3828,  7130,  6096
       3829,  7967,  6590
       3830,  8778,  7570
       3831,  9560,  8536
       3832, 10310,  9013
       3833, 11026,  9955
       3834, 11705, 10419
       3835, 12346, 10879
       3836, 12945, 11784
       3837, 13502, 12229
       3838, 14013, 12669
       3839, 14479, 13103
       3840, 14896, 13532
       3841, 15264, 13956
       3842, 15581, 13956
       3843, 15847, 14374
       3844, 16060, 14374
       3845, 16220, 14786
       3846, 16326, 14786
       3847, 16377, 14786
       3848, 16375, 14786
       3849, 16318, 14786
       3850, 16207, 14786
       3851, 16043, 14786
       3852, 15825, 14786
       3853, 15554, 14374
       3854, 15232, 14374
       3855, 14860, 13956
       3856, 14438, 13956
       3857, 13969, 13532
       3858, 13453, 13103
       3859, 12892, 12669
       3860, 12289, 12229
       3861, 11645, 11784
       3862, 10962, 10879
       3863, 10243, 10419
       3864,  9490,  9955
       3865,  8706,  9013
       3866,  7892,  8536
       3867,  7053,  7570
       3868,  6190,  6590
       3869,  5306,  6096
       3870,  4405,  5098
       3871,  3490,  4090
       3872,  2562,  3074
       3873,  1627,  2564
       3874,   686,  1540
       3875,  -257,   513
       3876, -1199,     0
       3877, -2138, -1027
       3878, -3069, -2053
       3879, -3991, -2564
       3880, -4899, -3583
       3881, -5791, -4595
       3882, -6663, -5598
       3883, -7514, -6590
       3884, -8339, -7082
       3885, -9137, -8055
       3886, -9905, -8536
       3887,-10640, -9486
       3888,-11339, -9955
       3889,-12001,-10879
       3890,-12623,-11334
       3891,-13203,-11784
       3892,-13740,-12229
       3893,-14231,-12669
       3894,-14674,-13103
       3895,-15069,-13532
       3896,-15414,-13956
       3897,-15708,-14374
       3898,-15950,-14374
       3899,-16139,-14786
       3900,-16274,-14786
       3901,-16356,-14786
       3902,-16383,-14786
       3903,-16356,-14786
       3904,-16274,-14786
       3905,-16139,-14786
       3906,-15950,-14786
       3907,-15708,-14786
       3908,-15414,-14374
       3909,-15069,-14374
       3910,-14674,-13956
       3911,-14231,-13532
       3912,-13740,-13103
       3913,-13203,-12669
       3914,-12623,-12229
       3915,-12001,-11784
       3916,-11339,-11334
       3917,-10640,-10879
       3918, -9905, -9955
       3919, -9137, -9486
       3920, -8339, -8536
       3921, -7514, -8055
       3922, -6663, -7082
       3923, -5791, -6590
       3924, -4899, -5598
       3925, -3991, -4595
       3926, -3069, -3583
       3927, -2138, -2564
       3928, -1199, -2053
       3929,  -257, -1027
       3930,   686,     0
