sample,x_in,y_out,mode
2827,-23555,-26019,1
2828,-22269,-25220,1
2829,-20909,-24341,1
2830,-19480,-23376,1
2831,-17986,-22042,1
2832,-16433,-20869,1
2833,-14825,-19264,1
2834,-13168,-17505,1
2835,-11467,-15593,1
2836, -9729,-13532,1
2837, -7958,-11334,1
2838, -6160, -9013,1
2839, -4342, -6096,1
2840, -2510, -3583,1
2841,  -670,  -513,1
2842,  1172,  1540,1
2843,  3011,  4090,1
2844,  4840,  7082,1
2845,  6653,  9486,1
2846,  8443, 11784,1
2847, 10206, 13956,1
2848, 11935, 15987,1
2849, 13624, 17870,1
2850, 15269, 19598,1
2851, 16862, 21171,1
2852, 18400, 22321,1
2853, 19876, 23626,1
2854, 21287, 24569,1
2855, 22627, 25427,1
2856, 23892, 26019,1
2857, 25078, 26741,1
2858, 26180, 27237,1
2859, 27196, 27695,1
2860, 28122, 28118,1
2861, 28954, 28382,1
2862, 29690, 28632,1
2863, 30328, 28869,1
2864, 30865, 29092,1
2865, 31300, 29200,1
2866, 31631, 29304,1
2867, 31857, 29405,1
2868, 31978, 29405,1
2869, 31992, 29405,1
2870, 31901, 29405,1
2871, 31703, 29304,1
2872, 31401, 29200,1
2873, 30994, 29092,1
2874, 30485, 28982,1
2875, 29874, 28752,1
2876, 29164, 28509,1
2877, 28358, 28252,1
2878, 27458, 27840,1
2879, 26466, 27394,1
2880, 25387, 26911,1
2881, 24223, 26206,1
2882, 22980, 25629,1
2883, 21660, 24791,1
2884, 20268, 23870,1
2885, 18809, 22860,1
2886, 17287, 21468,1
2887, 15708, 20246,1
2888, 14078, 18579,1
2889, 12400, 16759,1
2890, 10681, 14786,1
2891,  8927, 12669,1
2892,  7144,  9955,1
2893,  5336,  7570,1
2894,  3511,  5098,1
2895,  1674,  2053,1
2896,  -167,     0,1
2897, -2009, -2564,1
2898, -3844, -5598,1
2899, -5666, -8055,1
2900, -7470,-10419,1
2901, -9249,-13103,1
2902,-10997,-15192,1
2903,-12708,-17135,1
2904,-14378,-18925,1
2905,-15999,-20246,1
2906,-17568,-21758,1
2907,-19079,-22860,1
2908,-20526,-24108,1
2909,-21905,-25008,1
2910,-23211,-25827,1
2911,-24441,-26389,1
2912,-25589,-26911,1
2913,-26653,-27546,1
2914,-27628,-27840,1
2915,-28512,-28252,1
2916,-29301,-28509,1
2917,-29993,-28752,1
2918,-30585,-28982,1
2919,-31076,-29200,1
2920,-31464,-29304,1
2921,-31747,-29405,1
2922,-31925,-29405,1
2923,-31998,-29405,1
2924,-31964,-29405,1
2925,-31824,-29405,1
2926,-31579,-29304,1
2927,-31229,-29200,1
2928,-30775,-29092,1
2929,-30220,-28869,1
2930,-29564,-28632,1
2931,-28810,-28382,1
2932,-27960,-27981,1
2933,-27018,-27695,1
2934,-25986,-27237,1
2935,-24868,-26568,1
2936,-23668,-26019,1
2937,-22389,-25220,1
2938,-21036,-24341,1
2939,-19613,-23376,1
2940,-18125,-22321,1
2941,-16576,-20869,1
2942,-14973,-19264,1
2943,-13320,-17870,1
2944,-11624,-15987,1
2945, -9888,-13532,1
2946, -8120,-11334,1
2947, -6325, -9013,1
2948, -4508, -6590,1
2949, -2677, -3583,1
2950,  -837, -1027,1
2951,  1005,  1027,1
2952,  2844,  4090,1
2953,  4674,  6590,1
2954,  6489,  9486,1
2955,  8282, 11784,1
2956, 10047, 13956,1
2957, 11779, 15987,1
2958, 13473, 17870,1
2959, 15121, 19598,1
2960, 16719, 20869,1
2961, 18262, 22321,1
2962, 19745, 23376,1
2963, 21161, 24341,1
2964, 22508, 25220,1
2965, 23780, 26019,1
2966, 24973, 26741,1
2967, 26084, 27237,1
2968, 27107, 27695,1
2969, 28041, 28118,1
2970, 28882, 28382,1
2971, 29627, 28632,1
2972, 30274, 28869,1
2973, 30821, 29092,1
2974, 31265, 29200,1
2975, 31606, 29304,1
2976, 31841, 29405,1
2977, 31971, 29405,1
2978, 31996, 29405,1
2979, 31914, 29405,1
2980, 31726, 29304,1
2981, 31433, 29304,1
2982, 31035, 29092,1
2983, 30535, 28982,1
2984, 29934, 28752,1
2985, 29233, 28509,1
2986, 28435, 28252,1
2987, 27543, 27840,1
2988, 26560, 27394,1
2989, 25488, 26911,1
2990, 24332, 26389,1
2991, 23096, 25629,1
2992, 21783, 24791,1
2993, 20397, 23870,1
2994, 18944, 22860,1
2995, 17428, 21758,1
2996, 15854, 20246,1
2997, 14228, 18579,1
2998, 12554, 16759,1
2999, 10839, 14786,1
3000,  9088, 12669,1
3000,  7307, 10419,1
3000,  5501,  8055,1
3000,  3677,  5098,1
3000,  1842,  2564,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
3000,     0,     0,1
